in s,C1 in V
-7.77780E-05,7.05078E-03
-7.77760E-05,-2.22461E-02
-7.77740E-05,-1.24805E-02
-7.77720E-05,-2.22461E-02
-7.77700E-05,-2.71484E-03
-7.77680E-05,-2.71484E-03
-7.77660E-05,-7.59766E-03
-7.77640E-05,-1.24805E-02
-7.77620E-05,-1.24805E-02
-7.77600E-05,-2.71484E-03
-7.77580E-05,-1.24805E-02
-7.77560E-05,-1.24805E-02
-7.77540E-05,-7.59766E-03
-7.77520E-05,-7.59766E-03
-7.77500E-05,-1.73633E-02
-7.77480E-05,-2.71484E-03
-7.77460E-05,7.05078E-03
-7.77440E-05,-7.59766E-03
-7.77420E-05,-2.71289E-02
-7.77400E-05,2.16797E-03
-7.77380E-05,-7.59766E-03
-7.77360E-05,-7.59766E-03
-7.77340E-05,-7.59766E-03
-7.77320E-05,-7.59766E-03
-7.77300E-05,-7.59766E-03
-7.77280E-05,-7.59766E-03
-7.77260E-05,-2.71484E-03
-7.77240E-05,-7.59766E-03
-7.77220E-05,-2.22461E-02
-7.77200E-05,-7.59766E-03
-7.77180E-05,-7.59766E-03
-7.77160E-05,-1.73633E-02
-7.77140E-05,2.16797E-03
-7.77120E-05,-7.59766E-03
-7.77100E-05,-1.24805E-02
-7.77080E-05,-7.59766E-03
-7.77060E-05,2.16797E-03
-7.77040E-05,-1.73633E-02
-7.77020E-05,-7.59766E-03
-7.77000E-05,7.05078E-03
-7.76980E-05,-1.24805E-02
-7.76960E-05,-2.71484E-03
-7.76940E-05,-7.59766E-03
-7.76920E-05,7.05078E-03
-7.76900E-05,-2.22461E-02
-7.76880E-05,-7.59766E-03
-7.76860E-05,-7.59766E-03
-7.76840E-05,-2.71484E-03
-7.76820E-05,2.16797E-03
-7.76800E-05,2.16797E-03
-7.76780E-05,-1.24805E-02
-7.76760E-05,-2.71484E-03
-7.76740E-05,2.16797E-03
-7.76720E-05,-7.59766E-03
-7.76700E-05,-1.24805E-02
-7.76680E-05,-7.59766E-03
-7.76660E-05,-1.73633E-02
-7.76640E-05,-2.22461E-02
-7.76620E-05,-1.73633E-02
-7.76600E-05,-7.59766E-03
-7.76580E-05,-2.71484E-03
-7.76560E-05,-1.24805E-02
-7.76540E-05,-7.59766E-03
-7.76520E-05,-7.59766E-03
-7.76500E-05,-1.24805E-02
-7.76480E-05,-2.71484E-03
